"","EVENT_ID","STATE","MONTH_NAME","EVENT_TYPE","INJURIES_DIRECT","INJURIES_INDIRECT","DEATHS_DIRECT","DEATHS_INDIRECT","DAMAGE_PROPERTY","DAMAGE_CROPS"
"54524",398206,"MICHIGAN","July","Thunderstorm Wind",0,0,2,0,"",""
"54543",415921,"NEW YORK","October","High Wind",0,0,1,0,"1000.00K","0.00K"
"54544",415924,"NEW YORK","October","High Wind",0,0,2,3,"1000.00K","0.00K"
"54582",372666,"ARIZONA","May","Heat",0,0,1,0,"0.00K","0.00K"
"54765",363820,"LAKE MICHIGAN","March","Marine Strong Wind",0,0,1,0,"0.00K","0.00K"
"54803",374622,"FLORIDA","May","High Surf",0,0,1,0,"0.00K","0.00K"
"54808",415925,"NEW YORK","October","High Wind",0,0,1,3,"1000.00K","0.00K"
"54810",415926,"NEW YORK","October","High Wind",0,1,1,5,"1000.00K","0.00K"
"54874",382714,"PENNSYLVANIA","May","Heat",0,0,1,0,"0.00K","0.00K"
"54875",382794,"PENNSYLVANIA","May","Heat",0,0,1,0,"0.00K","0.00K"
"54877",385546,"CALIFORNIA","May","Heat",0,0,1,0,"0.00K","0.00K"
"55016",412625,"NEW JERSEY","September","Lightning",0,0,1,0,"",""
"55150",382807,"NEW JERSEY","May","Rip Current",0,0,1,0,"0.00K","0.00K"
"55168",382819,"NEW JERSEY","May","Rip Current",4,0,1,0,"0.00K","0.00K"
"55367",386073,"TEXAS","May","Wildfire",0,0,1,0,"0.00K","0.00K"
"55488",361137,"WYOMING","February","Avalanche",0,0,1,0,"0.00K","0.00K"
"55716",360231,"PENNSYLVANIA","January","Winter Weather",0,2,0,2,"0.00K","0.00K"
"55729",356084,"ILLINOIS","January","Winter Weather",0,2,0,1,"0.00K","0.00K"
"55836",360218,"DELAWARE","January","Winter Weather",0,8,0,1,"0.00K","0.00K"
"55849",369801,"COLORADO","February","Avalanche",1,0,1,0,"0.00K","0.00K"
"55928",413126,"NEW YORK","October","High Wind",0,0,3,0,"1000.00K","0.00K"
"55929",415927,"NEW YORK","October","High Wind",2,0,2,0,"1000.00K","0.00K"
"55930",413102,"CONNECTICUT","October","High Wind",0,0,1,0,"900.00K","0.00K"
"56211",416826,"NEW JERSEY","October","High Wind",0,0,0,2,"0.00K","0.00K"
"56215",416832,"NEW YORK","October","High Wind",1,0,1,0,"0.00K","0.00K"
"56216",413123,"NEW YORK","October","High Wind",0,0,1,1,"1000.00K","0.00K"
"56307",367636,"ILLINOIS","February","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"56308",367638,"ILLINOIS","February","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"56421",356180,"ILLINOIS","January","Winter Weather",0,0,0,1,"0.00K","0.00K"
"56495",372667,"ARIZONA","May","Heat",0,0,1,0,"0.00K","0.00K"
"56765",413120,"NEW YORK","October","High Wind",0,0,2,0,"1000.00K","0.00K"
"56929",373231,"CALIFORNIA","March","Strong Wind",4,0,1,0,"12.50K","0.00K"
"57201",369184,"MINNESOTA","February","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"57210",366706,"WASHINGTON","February","Avalanche",0,0,1,0,"0.00K","0.00K"
"57299",394984,"ARIZONA","July","Flash Flood",0,0,1,0,"5.00M","0.00K"
"57370",384797,"FLORIDA","May","Rip Current",0,0,1,0,"",""
"57380",359763,"MONTANA","January","Avalanche",1,0,1,0,"0.50K","0.00K"
"57517",366707,"WASHINGTON","February","Avalanche",0,0,3,0,"0.00K","0.00K"
"57560",362534,"PENNSYLVANIA","February","Winter Weather",0,6,0,3,"","0.00K"
"57655",361482,"MONTANA","January","Ice Storm",33,0,3,0,"45.00K","0.00K"
"58138",372841,"VIRGINIA","March","Strong Wind",0,0,0,1,"1.20K","0.00K"
"58263",356993,"NEW MEXICO","February","Freezing Fog",0,0,0,1,"0.00K","0.00K"
"58421",355788,"ALASKA","February","Blizzard",0,0,0,1,"0.00K","0.00K"
"58470",356780,"FLORIDA","January","Wildfire",0,18,0,11,"",""
"58533",360919,"IOWA","January","Winter Weather",0,0,0,1,"4.00K","0.00K"
"58562",414616,"WASHINGTON","September","Dense Fog",0,0,0,1,"0.00K","0.00K"
"58622",383661,"ARIZONA","June","Heat",0,0,1,0,"0.00K","0.00K"
"58799",354444,"INDIANA","January","Winter Weather",0,0,0,1,"0.00K","0.00K"
"58911",365938,"UTAH","February","Avalanche",0,0,1,0,"0.00K","0.00K"
"58954",367448,"ILLINOIS","February","Winter Storm",0,0,0,1,"0.00K","0.00K"
"59002",356085,"ILLINOIS","January","Winter Weather",0,0,0,1,"0.00K","0.00K"
"59062",357198,"MINNESOTA","January","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"59101",354429,"IOWA","January","Winter Weather",0,0,0,1,"","0.00K"
"59291",402190,"NEVADA","September","Flash Flood",0,0,1,0,"20.00M","0.00K"
"59319",358004,"IDAHO","January","Winter Weather",0,1,0,1,"20.00K","0.00K"
"59323",365877,"UTAH","February","Avalanche",0,0,1,0,"0.00K","0.00K"
"59802",367516,"WISCONSIN","February","Winter Weather",0,0,0,1,"",""
"59862",363239,"IOWA","January","Winter Storm",0,0,0,1,"0.00K","0.00K"
"59894",354155,"TEXAS","January","Strong Wind",0,0,1,0,"0.00K","0.00K"
"59990",421109,"NEW YORK","October","Coastal Flood",0,0,5,0,"0.00K","0.00K"
"60140",356071,"ILLINOIS","January","Winter Weather",0,1,0,1,"0.00K","0.00K"
"60142",356081,"ILLINOIS","January","Winter Weather",0,0,0,1,"0.00K","0.00K"
"60594",358926,"MONTANA","February","Avalanche",0,0,1,0,"0.00K","0.00K"
"60675",383097,"KANSAS","April","Flood",0,0,1,0,"0.00K","0.00K"
"60849",406779,"ALASKA","September","Flood",0,0,1,0,"10.37M","0.00K"
"60878",414692,"PUERTO RICO","September","Flash Flood",0,0,2,0,"0.00K","0.00K"
"60909",353213,"INDIANA","January","Lake-Effect Snow",0,0,0,1,"0.00K","0.00K"
"61075",358599,"MINNESOTA","February","Dense Fog",0,0,0,1,"10.00K","0.00K"
"61102",355955,"NEBRASKA","February","Blizzard",0,0,0,1,"0.00K","0.00K"
"61693",365156,"GEORGIA","February","Tornado",0,0,0,1,"1600.00K","0.00K"
"61736",366667,"VIRGINIA","February","Strong Wind",0,0,1,0,"2.00K","0.00K"
"61777",365191,"GEORGIA","March","Heavy Rain",0,0,0,1,"",""
"62068",420322,"LOUISIANA","December","Thunderstorm Wind",0,0,1,0,"25.00K","0.00K"
"62441",397290,"GEORGIA","July","Lightning",1,0,1,0,"0.00K","0.00K"
"62467",436975,"HAWAII","December","Flash Flood",0,0,1,0,"0.00K","0.00K"
"62490",425122,"TENNESSEE","December","Winter Storm",0,0,0,1,"0.00K","0.00K"
"62516",424912,"ILLINOIS","December","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"62536",395354,"VIRGINIA","June","Rip Current",0,0,1,0,"0.00K","0.00K"
"62616",416859,"PENNSYLVANIA","October","High Wind",0,0,0,1,"3.00M","0.00K"
"62651",411490,"CALIFORNIA","October","Winter Storm",0,0,1,0,"","0.00K"
"62763",416845,"PENNSYLVANIA","October","High Wind",0,0,1,1,"2.50M","0.00K"
"62790",416848,"PENNSYLVANIA","October","High Wind",0,1,0,1,"7.00K","0.00K"
"62792",416852,"PENNSYLVANIA","October","High Wind",0,0,0,3,"3.00M","0.00K"
"62793",416853,"PENNSYLVANIA","October","High Wind",0,0,0,2,"1.00M","0.00K"
"62794",416855,"PENNSYLVANIA","October","High Wind",0,0,0,2,"400.00K","0.00K"
"62923",433164,"COLORADO","December","Avalanche",0,0,1,0,"0.00K","0.00K"
"62998",411970,"WISCONSIN","September","Wildfire",0,2,0,1,"70.00K","0.00K"
"63083",437369,"COLORADO","February","Avalanche",0,0,1,0,"0.00K","0.00K"
"63094",437379,"COLORADO","March","Avalanche",0,0,1,0,"0.00K","0.00K"
"63096",437368,"COLORADO","January","Avalanche",0,0,1,0,"0.00K","0.00K"
"63097",437340,"COLORADO","January","Avalanche",0,0,1,0,"0.00K","0.00K"
"63102",437380,"UTAH","March","Avalanche",0,0,1,0,"0.00K","0.00K"
"63113",362596,"TENNESSEE","February","Tornado",7,0,2,0,"1.00M","0.00K"
"63284",374200,"ILLINOIS","March","Tornado",2,0,1,0,"150.00K","0.00K"
"63608",416249,"IDAHO","October","Heavy Snow",0,0,1,0,"0.00K","0.00K"
"63684",383620,"NORTH CAROLINA","June","Rip Current",0,0,1,0,"0.00K","0.00K"
"63698",362592,"TENNESSEE","February","Tornado",0,0,1,0,"500.00K","0.00K"
