"","EVENT_ID","STATE","MONTH_NAME","EVENT_TYPE","INJURIES_DIRECT","INJURIES_INDIRECT","DEATHS_DIRECT","DEATHS_INDIRECT","DAMAGE_PROPERTY","DAMAGE_CROPS"
"10818",301846,"ALABAMA","April","Tornado",0,0,14,0,"40.00M","0.00K"
"10825",308979,"ALABAMA","April","Tornado",0,0,1,0,"0.00K","0.00K"
"10883",296776,"MISSISSIPPI","April","Tornado",25,0,1,0,"11.10M",""
"10884",296786,"ALABAMA","April","Tornado",3,0,3,0,"2.00M",""
"10888",306842,"GEORGIA","April","Tornado",0,0,2,0,"25.00M","0.00K"
"10949",288661,"MINNESOTA","April","Flood",0,0,0,1,"0.00K","0.00K"
"10997",301882,"ALABAMA","April","Tornado",0,0,1,0,"0.00K","0.00K"
"10998",302192,"ALABAMA","April","Tornado",0,0,1,0,"0.00K","0.00K"
"10999",309095,"ALABAMA","April","Tornado",0,0,9,0,"","0.00K"
"11015",301811,"ALABAMA","April","Tornado",0,0,27,0,"50.00M","0.00K"
"12089",309261,"MISSISSIPPI","April","Tornado",6,0,3,0,"100.00K","0.00K"
"12163",311079,"MISSISSIPPI","April","Tornado",0,0,1,0,"500.00K","500.00K"
"12167",312007,"MISSISSIPPI","April","Tornado",0,0,2,0,"900.00K","800.00K"
"12168",312009,"MISSISSIPPI","April","Tornado",14,0,4,0,"900.00K","800.00K"
"12560",308498,"ARKANSAS","May","Flood",0,0,1,0,"0.00K","0.00K"
"13047",309040,"ARKANSAS","May","Flood",0,0,1,0,"2.00M","7.00M"
"13347",306515,"ARKANSAS","May","Flash Flood",0,0,1,0,"250.00K","0.00K"
"13844",313004,"ARKANSAS","May","Tornado",6,0,1,0,"1.50M","0.00K"
"14127",308464,"ARKANSAS","May","Tornado",4,0,1,0,"13.00M",""
"14197",312524,"TEXAS","May","Heavy Rain",0,5,0,1,"8.00K","0.00K"
"15075",309097,"ARKANSAS","May","Flood",0,0,1,0,"15.00M","10.00M"
"15398",309334,"TEXAS","May","Thunderstorm Wind",0,0,0,1,"5.00K","0.00K"
"15663",314783,"GEORGIA","May","Thunderstorm Wind",0,0,0,1,"30.00K","0.00K"
"15679",308462,"ARKANSAS","May","Tornado",11,0,1,0,"5.50M",""
"15756",317304,"IOWA","May","Thunderstorm Wind",0,0,1,0,"10.00K","0.00K"
"15807",317386,"MISSISSIPPI","May","Flood",0,0,0,1,"1.00M","100.00K"
"16203",314492,"VIRGINIA","May","Thunderstorm Wind",0,0,1,0,"2.00K","0.00K"
"16346",314801,"GEORGIA","May","Thunderstorm Wind",0,0,2,0,"100.00K","0.00K"
"16728",294080,"MINNESOTA","May","Tornado",48,0,1,0,"166.00M","0.00K"
"16853",315816,"OKLAHOMA","May","Tornado",0,0,1,0,"",""
"17466",318729,"ARKANSAS","May","Flood",0,0,1,0,"525.00K","0.00K"
"17789",315858,"OKLAHOMA","May","Tornado",48,0,1,0,"",""
"18149",329204,"INDIANA","June","Thunderstorm Wind",1,0,1,0,"10.00K",""
"18392",296305,"MISSOURI","May","Lightning",1,0,1,0,"0.00K","0.00K"
"18394",318999,"ARKANSAS","May","Flood",0,0,0,1,"1.30M","0.00K"
"18456",317433,"ARKANSAS","May","Flash Flood",0,0,4,0,"0.00K","0.00K"
"18762",315848,"OKLAHOMA","May","Tornado",23,0,2,0,"",""
"19137",309508,"NORTH CAROLINA","May","Thunderstorm Wind",0,0,2,0,"",""
"19783",326162,"GEORGIA","June","Thunderstorm Wind",0,0,1,0,"30.00K","0.00K"
"20332",329021,"INDIANA","June","Thunderstorm Wind",3,0,1,0,"12.00K",""
"20555",332456,"NORTH CAROLINA","June","Lightning",0,0,1,0,"0.00K","0.00K"
"20906",332755,"MONTANA","June","Lightning",0,0,1,0,"","0.00K"
"22002",306637,"TEXAS","June","Thunderstorm Wind",0,0,0,1,"10.00K","0.00K"
"22110",310806,"ARKANSAS","June","Thunderstorm Wind",0,0,1,0,"25.00K","0.00K"
"22308",349153,"NEW JERSEY","September","Lightning",2,0,1,0,"0.00K","0.00K"
"22584",301646,"LOUISIANA","June","Lightning",0,0,1,0,"0.00K","0.00K"
"23985",323440,"MASSACHUSETTS","June","Tornado",200,0,4,0,"227.60M","0.00K"
"24554",327430,"WISCONSIN","June","Thunderstorm Wind",1,2,1,0,"100.00K",""
"25074",326703,"MISSISSIPPI","June","Thunderstorm Wind",1,0,2,0,"","0.00K"
"25249",298080,"PENNSYLVANIA","June","Lightning",0,0,1,0,"","0.00K"
"25847",328396,"NORTH CAROLINA","June","Thunderstorm Wind",0,0,1,0,"0.00K","0.00K"
"26254",326376,"SOUTH DAKOTA","June","Flash Flood",0,0,2,0,"0.00K","0.00K"
"26489",328634,"ILLINOIS","June","Flood",0,0,1,0,"0.00K","0.00K"
"26626",329868,"NEW YORK","June","Heavy Rain",0,0,0,1,"0.00K","0.00K"
"27281",327186,"NEW JERSEY","June","Thunderstorm Wind",0,1,1,0,"0.00K","0.00K"
"28321",312247,"OHIO","May","Flood",0,0,1,0,"0.00K","0.00K"
"28412",284373,"OHIO","March","Thunderstorm Wind",0,0,1,0,"1.00K","0.00K"
"28497",281902,"MISSISSIPPI","March","Lightning",0,0,0,1,"100.00K","0.00K"
"29003",278010,"PENNSYLVANIA","March","Flood",0,0,1,0,"0.00K","0.00K"
"29336",295231,"ALABAMA","March","Heavy Rain",0,4,0,5,"30.00K","0.00K"
"29436",288945,"MINNESOTA","March","Flood",0,0,1,0,"0.00K","0.00K"
"29469",292185,"LOUISIANA","March","Tornado",11,0,1,0,"15.00M","0.00K"
"29873",329351,"INDIANA","June","Lightning",0,1,0,1,"150.00K","0.00K"
"30699",287829,"KENTUCKY","March","Flood",4,0,1,0,"50.00K","0.00K"
"31642",326908,"PENNSYLVANIA","August","Thunderstorm Wind",0,0,1,0,"5.00K","0.00K"
"32040",336298,"INDIANA","August","Thunderstorm Wind",0,0,1,0,"0.00K","0.00K"
"32259",345320,"SOUTH DAKOTA","August","Lightning",0,0,1,0,"0.00K","0.00K"
"32325",338781,"ARIZONA","August","Lightning",5,0,1,0,"0.00K","0.00K"
"32740",291601,"ARKANSAS","March","Flood",0,0,1,0,"0.00K","0.00K"
"33380",345974,"NORTH CAROLINA","August","Flash Flood",0,0,2,0,"0.00K","0.00K"
"33578",345039,"UTAH","August","Lightning",0,0,1,0,"0.00K","0.00K"
"33599",335816,"ARIZONA","July","Lightning",0,0,1,0,"0.00K","0.00K"
"33691",345268,"NEW YORK","August","Flash Flood",0,0,1,0,"5.00M","0.00K"
"34177",334153,"VIRGINIA","July","Thunderstorm Wind",0,0,1,0,"",""
"34659",319728,"LOUISIANA","July","Lightning",0,0,0,2,"50.00K","0.00K"
"34737",345683,"INDIANA","August","Thunderstorm Wind",43,0,7,0,"975.00K","0.00K"
"34875",310803,"NEW MEXICO","July","Thunderstorm Wind",0,0,1,0,"15.00K","0.00K"
"35207",340632,"OKLAHOMA","August","Tornado",2,0,1,0,"0.00K","0.00K"
"35694",322251,"MISSISSIPPI","July","Lightning",0,0,1,0,"0.00K","0.00K"
"35861",327281,"HAWAII","July","Flash Flood",1,0,1,0,"0.00K","0.00K"
"36207",334801,"MISSOURI","July","Lightning",2,0,1,0,"0.00K","0.00K"
"36852",324726,"MICHIGAN","July","Thunderstorm Wind",1,0,1,0,"5.00M","0.00K"
"37448",335418,"MICHIGAN","July","Lightning",1,0,2,0,"0.00K","0.00K"
"37757",332121,"MICHIGAN","July","Thunderstorm Wind",0,0,1,0,"0.00K","0.00K"
"37866",333113,"MASSACHUSETTS","July","Thunderstorm Wind",0,0,0,1,"","0.00K"
"38101",336784,"MISSOURI","July","Flash Flood",0,0,1,0,"2.00K","0.00K"
"38476",332228,"OKLAHOMA","July","Thunderstorm Wind",1,0,1,0,"15.00K","0.00K"
"39130",333694,"NEW JERSEY","July","Lightning",1,0,1,0,"0.00K","0.00K"
"39621",340620,"UTAH","July","Lightning",0,0,1,0,"0.00K","0.00K"
"40249",338327,"UTAH","July","Flash Flood",2,0,1,0,"200.00K","0.00K"
"40530",340020,"ILLINOIS","July","Thunderstorm Wind",0,0,1,0,"4.00K","0.00K"
"40531",337284,"UTAH","July","Lightning",1,0,1,0,"0.00K","0.00K"
"40539",336379,"WISCONSIN","July","Lightning",0,0,1,0,"0.00K","0.00K"
"40605",327530,"LOUISIANA","August","Lightning",0,0,0,1,"50.00K","0.00K"
"40661",334799,"PENNSYLVANIA","August","Flash Flood",1,0,4,0,"500.00K","0.00K"
"40967",321896,"MISSOURI","August","Thunderstorm Wind",0,0,1,0,"0.00K","0.00K"
"41404",340194,"PUERTO RICO","August","Flash Flood",0,0,1,0,"0.00K","0.00K"
"41711",342036,"IDAHO","August","Thunderstorm Wind",0,0,1,0,"15.00K","0.00K"
"41914",334960,"MISSOURI","August","Lightning",0,0,1,0,"0.00K","0.00K"
"42055",324661,"WISCONSIN","August","Tornado",0,0,1,0,"110.00K","0.00K"
"42321",348562,"NEW YORK","August","Flood",1,0,1,0,"0.00K","0.00K"
"42807",317486,"TENNESSEE","February","Tornado",0,0,1,0,"40.00K","0.00K"
"42833",335363,"WISCONSIN","August","Tornado",2,0,0,1,"1.40M","90.70K"
"42918",345209,"CONNECTICUT","August","Flood",0,0,1,0,"8.00M","0.00K"
"42969",344831,"NEW JERSEY","August","Flood",0,0,0,1,"50.00M","0.00K"
"43017",344843,"NEW JERSEY","August","Flood",0,0,1,0,"10.00M","0.00K"
"43019",347737,"NEW JERSEY","August","Flood",0,0,1,0,"0.00K","0.00K"
"43026",344857,"NEW JERSEY","August","Flood",0,0,2,0,"75.00M","0.00K"
"43225",344872,"NEW JERSEY","August","Flood",0,0,1,0,"200.00M","0.00K"
"43260",341632,"VERMONT","August","Flash Flood",0,0,2,0,"50.00M","1.50M"
"43304",343042,"DELAWARE","August","Flash Flood",0,0,2,0,"0.00K","0.00K"
"43322",341622,"NEW YORK","August","Flash Flood",0,0,2,0,"8.50M","0.50M"
"43569",347666,"NEW YORK","August","Flood",0,0,1,0,"0.00K","0.00K"
"43858",343395,"PENNSYLVANIA","August","Flood",0,0,0,1,"0.00K","0.00K"
"43970",281069,"KENTUCKY","February","Flash Flood",0,0,4,0,"0.00K","0.00K"
"44042",310083,"ALABAMA","April","Tornado",4,0,1,0,"3.99M","0.00K"
"44126",301829,"ALABAMA","April","Tornado",0,0,25,0,"0.00K","0.00K"
"44314",284395,"TENNESSEE","February","Thunderstorm Wind",1,0,1,0,"15.00K","0.00K"
"44627",287046,"OHIO","February","Flood",0,0,0,1,"300.00K","0.00K"
"44744",328740,"KANSAS","May","Tornado",1,0,2,0,"",""
"44760",286247,"TEXAS","February","Heavy Rain",0,0,0,1,"0.00K","0.00K"
"44827",282079,"OHIO","February","Flash Flood",0,0,1,0,"0.00K","0.00K"
"44870",343376,"PENNSYLVANIA","August","Flood",0,0,1,0,"100.00K","0.00K"
"44907",308650,"MONTANA","May","Flood",0,0,1,0,"1.00M","0.00K"
"44919",342846,"NEW YORK","August","Flood",0,0,1,0,"0.00K","0.00K"
"45143",309488,"ALABAMA","April","Tornado",100,0,18,0,"160.00M","0.00K"
"45145",314662,"ALABAMA","April","Tornado",800,0,44,8,"1.50B","0.00K"
"45147",343261,"NEW YORK","August","Flash Flood",0,0,1,0,"0.00K","0.00K"
"45302",296617,"MISSOURI","May","Tornado",1150,0,158,3,"2.80B","0.00K"
"45341",329540,"CALIFORNIA","February","Flood",0,0,1,0,"0.00K","0.00K"
"45428",350548,"VIRGINIA","September","Flood",1,0,1,0,"0.00K","0.00K"
"45431",290523,"VERMONT","April","Flood",0,0,1,0,"30.00K","0.00K"
"45440",301929,"ALABAMA","April","Tornado",0,0,6,0,"0.00K","0.00K"
"45458",314663,"ALABAMA","April","Tornado",700,0,20,0,"700.00M","0.00K"
"45539",325459,"KENTUCKY","June","Flash Flood",0,0,1,0,"25.00K","0.00K"
"45691",315837,"OKLAHOMA","May","Tornado",112,0,7,0,"",""
"45722",349590,"PENNSYLVANIA","September","Flash Flood",0,0,1,0,"0.00K","0.00K"
"45751",311717,"ALABAMA","April","Tornado",4,0,3,0,"1.24M","0.00K"
"45764",343081,"VERMONT","August","Flash Flood",0,0,1,0,"0.00K","0.00K"
"45765",340787,"NEW YORK","August","Flash Flood",0,0,1,0,"0.00K","0.00K"
"45867",302077,"SOUTH CAROLINA","June","Lightning",1,0,1,0,"0.00K","0.00K"
"46090",309029,"MONTANA","May","Flash Flood",0,0,1,0,"0.00K","0.00K"
"46193",337937,"CONNECTICUT","June","Thunderstorm Wind",2,0,1,0,"7.50K",""
"46205",351618,"NEW JERSEY","August","Heavy Rain",0,0,1,0,"0.00K","0.00K"
"46343",351580,"OHIO","September","Lightning",1,0,1,0,"0.00K","0.00K"
"46368",295476,"KANSAS","May","Tornado",5,0,1,0,"2.28M",""
"46397",346909,"MARYLAND","September","Flood",0,0,1,0,"0.00K","0.00K"
"46423",351617,"NEW JERSEY","August","Flood",0,0,1,1,"0.00K","0.00K"
"46453",346347,"COLORADO","August","Lightning",1,0,1,0,"0.00K","0.00K"
"46519",343489,"NEW YORK","August","Flash Flood",0,0,1,0,"0.00K","0.00K"
"46525",346325,"MISSISSIPPI","September","Flash Flood",0,0,1,0,"20.00K","0.00K"
"46828",347047,"VIRGINIA","September","Flash Flood",0,0,1,0,"0.00K","0.00K"
"46829",347048,"VIRGINIA","September","Flash Flood",0,0,1,0,"0.00K","0.00K"
"46854",346315,"ARKANSAS","August","Lightning",0,0,1,0,"0.00K","0.00K"
"46921",313379,"MONTANA","May","Flood",0,0,1,0,"300.00K","0.00K"
"47240",346649,"FLORIDA","September","Lightning",0,0,1,0,"0.00K","0.00K"
"47470",347052,"VIRGINIA","September","Flash Flood",0,0,1,0,"0.00K","0.00K"
"47635",348413,"PENNSYLVANIA","September","Flood",0,0,4,0,"150.00M","700.00K"
"47660",348494,"WISCONSIN","September","Flood",0,0,1,0,"6.00K","1.00K"
"47758",348420,"PENNSYLVANIA","September","Flood",0,0,3,0,"800.00K","0.00K"
"47935",345139,"ALABAMA","August","Thunderstorm Wind",0,0,1,0,"125.00K","0.00K"
"48146",351147,"NORTH CAROLINA","November","Tornado",15,0,2,0,"20.00M","0.00K"
"48287",348448,"PENNSYLVANIA","September","Flood",0,0,1,1,"2.00M","0.00K"
"48427",349537,"PENNSYLVANIA","September","Flood",0,0,1,0,"5.00M","0.00K"
"48543",347657,"ARIZONA","September","Flash Flood",0,0,1,0,"500.00K","0.00K"
"48589",348731,"PENNSYLVANIA","September","Flood",0,0,0,1,"4.70M","0.00K"
"48652",333107,"KANSAS","September","Lightning",0,0,1,0,"0.00K","0.00K"
"48693",355118,"GEORGIA","November","Thunderstorm Wind",0,0,1,0,"20.00K","0.00K"
"48791",296449,"GEORGIA","April","Strong Wind",0,0,1,0,"20.00K","0.00K"
"49065",351771,"GEORGIA","October","Thunderstorm Wind",0,1,0,1,"3.00K","0.00K"
"49218",350265,"KENTUCKY","November","Flood",0,0,0,1,"15.00K","0.00K"
"49667",352491,"GUAM","October","Lightning",0,0,1,0,"0.00K","0.00K"
"49865",290116,"TEXAS","April","Rip Current",0,0,3,0,"0.00K","0.00K"
"49955",346784,"PUERTO RICO","November","Flash Flood",0,0,8,0,"25.00K","0.00K"
"50011",354821,"SOUTH CAROLINA","November","Tornado",5,0,3,0,"1.00M","0.00K"
"50222",291544,"FLORIDA","May","Rip Current",0,0,1,0,"0.00K","0.00K"
"50366",300465,"TEXAS","April","Strong Wind",0,0,0,1,"0.00K","0.00K"
"50519",296755,"FLORIDA","April","Rip Current",0,0,1,0,"0.00K","0.00K"
"50746",298057,"SOUTH CAROLINA","April","Rip Current",0,0,1,0,"0.00K","0.00K"
"50892",305032,"FLORIDA","April","Rip Current",1,0,1,0,"0.00K","0.00K"
"51247",296766,"ALABAMA","May","Rip Current",0,0,1,0,"0.00K","0.00K"
"51273",304393,"E PACIFIC","April","Marine Strong Wind",1,0,1,0,"25.00K","0.00K"
"51300",294306,"TEXAS","April","Wildfire",6,0,0,1,"0.00K","50.00K"
"51341",287805,"CALIFORNIA","April","Avalanche",0,0,2,0,"0.00K","0.00K"
"51579",310453,"ARIZONA","April","Heavy Snow",0,0,0,2,"0.00K","0.00K"
"51668",299091,"ILLINOIS","April","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"51741",301313,"NEW JERSEY","April","Coastal Flood",0,0,0,1,"250.00K","0.00K"
"51859",301184,"KANSAS","April","Strong Wind",0,2,0,1,"5.00K","0.00K"
"51870",300121,"WYOMING","April","Avalanche",0,0,2,0,"0.00K","0.00K"
"51954",304519,"VIRGINIA","April","Strong Wind",1,0,1,0,"2.00K","0.00K"
"52009",299908,"TEXAS","April","Strong Wind",0,0,1,0,"0.00K","0.00K"
"52049",302165,"SOUTH DAKOTA","April","Winter Weather",0,1,0,2,"0.00K","0.00K"
"52153",302032,"NORTH DAKOTA","April","Blizzard",1,0,1,0,"35.00K","0.00K"
"52163",305309,"TEXAS","April","Wildfire",3,0,1,0,"155.00K","0.00K"
"52417",337104,"PENNSYLVANIA","May","Heat",0,0,1,0,"0.00K","0.00K"
"52469",310048,"AMERICAN SAMOA","June","Rip Current",1,0,1,0,"0.00K","0.00K"
"52601",298017,"TEXAS","May","Heat",0,0,0,1,"0.00K","0.00K"
"53010",320325,"MISSISSIPPI","May","Heat",0,0,0,1,"0.00K","0.00K"
"53173",338914,"MICHIGAN","May","Rip Current",0,0,1,0,"0.00K","0.00K"
"53209",328662,"OKLAHOMA","June","Heat",0,0,1,0,"0.00K","0.00K"
"53210",328664,"OKLAHOMA","June","Heat",0,0,1,0,"0.00K","0.00K"
"53251",311582,"KANSAS","May","Excessive Heat",0,0,1,0,"",""
"53299",291417,"TEXAS","May","Rip Current",4,0,1,0,"0.00K","0.00K"
"53366",317168,"KENTUCKY","May","Excessive Heat",1,0,1,0,"",""
"53416",305916,"TEXAS","June","Heat",0,0,0,1,"0.00K","0.00K"
"53666",306714,"LOUISIANA","June","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"53694",303904,"TEXAS","May","Rip Current",1,0,1,0,"0.00K","0.00K"
"53778",319938,"ATLANTIC SOUTH","June","Marine Thunderstorm Wind",0,0,1,0,"0.00K","0.00K"
"54105",295400,"LAKE MICHIGAN","May","Marine Strong Wind",0,0,1,0,"0.00K","0.00K"
"54126",281968,"TEXAS","March","Heat",0,0,0,1,"0.00K","0.00K"
"54300",326026,"VIRGINIA","June","Heat",0,0,0,1,"0.00K","0.00K"
"54301",322055,"TEXAS","June","Heat",0,0,1,0,"0.00K","0.00K"
"54310",307758,"ILLINOIS","May","Heat",8,0,1,0,"0.00K","0.00K"
"54335",322764,"NEW JERSEY","June","Rip Current",1,0,1,0,"0.00K","0.00K"
"54516",290503,"WISCONSIN","March","Winter Weather",0,0,0,1,"2.00K","0.00K"
"54754",290109,"CALIFORNIA","March","High Surf",0,0,1,0,"0.00K","0.00K"
"54786",282091,"KANSAS","March","Heavy Snow",0,0,0,1,"15.00K","0.00K"
"54796",292351,"UTAH","March","Avalanche",2,0,1,0,"0.00K","0.00K"
"55147",322881,"PENNSYLVANIA","June","Excessive Heat",0,0,1,0,"25.00K","0.00K"
"55209",295299,"CALIFORNIA","March","Tsunami",0,0,1,0,"3.00M","0.00K"
"55213",318289,"TEXAS","June","Rip Current",0,0,1,0,"0.00K","0.00K"
"55255",318218,"ILLINOIS","June","Heat",0,0,1,0,"0.00K","0.00K"
"55256",329274,"ILLINOIS","June","Heat",0,0,1,0,"0.00K","0.00K"
"55283",296763,"FLORIDA","March","Rip Current",0,0,1,0,"0.00K","0.00K"
"55290",321564,"TEXAS","August","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"55423",285786,"WASHINGTON","March","Avalanche",0,0,1,0,"0.00K","0.00K"
"55438",293377,"SOUTH DAKOTA","March","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"55575",287834,"WASHINGTON","March","Winter Weather",0,0,0,1,"5.00K","0.00K"
"55732",290997,"ARIZONA","March","Winter Weather",0,10,0,1,"0.00K","0.00K"
"55761",297974,"WASHINGTON","March","Avalanche",0,0,1,0,"0.00K","0.00K"
"55840",284951,"KANSAS","March","Winter Weather",0,0,0,1,"25.00K","0.00K"
"55914",277128,"VERMONT","March","Winter Storm",0,0,0,1,"20.00K","20.00K"
"55957",345480,"OKLAHOMA","August","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"56022",345521,"OKLAHOMA","August","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"56023",345485,"OKLAHOMA","August","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"56024",345498,"OKLAHOMA","August","Excessive Heat",101,0,1,0,"0.00K","0.00K"
"56149",333876,"NEVADA","July","Heat",0,0,3,0,"0.00K","0.00K"
"56263",290103,"CALIFORNIA","March","High Wind",0,0,1,0,"35.00K","0.00K"
