"","EVENT_ID","STATE","MONTH_NAME","EVENT_TYPE","INJURIES_DIRECT","INJURIES_INDIRECT","DEATHS_DIRECT","DEATHS_INDIRECT","DAMAGE_PROPERTY","DAMAGE_CROPS"
"56286",294833,"ILLINOIS","March","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"56335",339572,"TEXAS","August","Heat",0,0,1,0,"0.00K","0.00K"
"56336",339573,"TEXAS","August","Heat",0,0,1,0,"0.00K","0.00K"
"56584",280888,"TEXAS","March","Dense Fog",0,0,0,3,"30.00K","0.00K"
"56633",344885,"NORTH CAROLINA","August","Tropical Storm",0,0,2,0,"10.00M","38.00M"
"56683",342901,"ILLINOIS","August","Heat",0,0,4,0,"0.00K","0.00K"
"56953",333877,"NEVADA","August","Heat",0,0,1,0,"0.00K","0.00K"
"56987",338841,"MICHIGAN","September","High Wind",0,0,1,0,"0.00K","0.00K"
"57003",317847,"NEBRASKA","July","Dense Fog",0,0,0,1,"0.00K","0.00K"
"57014",330670,"INDIANA","July","Excessive Heat",0,0,0,1,"0.00K","0.00K"
"57031",318908,"MISSOURI","July","Excessive Heat",0,0,0,1,"0.00K","0.00K"
"57063",344117,"VIRGINIA","August","Tropical Storm",0,0,1,0,"100.00K","500.00K"
"57150",332471,"COLORADO","June","Landslide",0,0,1,0,"0.00K","0.00K"
"57523",345120,"VIRGINIA","August","Tropical Storm",0,0,1,0,"167.00K","6.00M"
"57536",338241,"SOUTH CAROLINA","July","Rip Current",0,0,2,0,"0.00K","0.00K"
"57651",332410,"MASSACHUSETTS","July","Rip Current",0,0,1,0,"0.00K","0.00K"
"57712",319800,"VERMONT","July","Heat",0,0,1,0,"0.00K","0.00K"
"57757",333453,"ILLINOIS","July","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"57758",333454,"ILLINOIS","July","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"57841",322355,"TEXAS","July","Wildfire",0,0,0,1,"150.00K","0.00K"
"57857",332675,"MICHIGAN","July","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"57858",332680,"MICHIGAN","July","Excessive Heat",0,0,2,0,"0.00K","0.00K"
"57860",334839,"MISSOURI","July","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"57890",312532,"LOUISIANA","July","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"58050",335133,"ILLINOIS","July","Heat",0,0,16,0,"0.00K","0.00K"
"58056",337083,"PENNSYLVANIA","July","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"58068",344303,"MISSOURI","July","Heat",167,0,3,0,"",""
"58069",344304,"MISSOURI","July","Heat",193,0,5,0,"",""
"58111",329284,"TEXAS","July","Wildfire",0,0,0,1,"30.00K","0.00K"
"58140",328830,"CALIFORNIA","August","Excessive Heat",0,0,2,0,"0.00K","0.00K"
"58168",338197,"MARYLAND","July","Excessive Heat",0,0,1,0,"",""
"58178",344232,"ILLINOIS","July","Heat",0,0,1,0,"",""
"58321",326715,"WISCONSIN","July","Excessive Heat",0,0,1,0,"12.00K","0.00K"
"58333",328107,"ARIZONA","August","Excessive Heat",0,0,2,0,"0.00K","0.00K"
"58460",345123,"VIRGINIA","August","Tropical Storm",0,0,1,0,"50.00K","83.00K"
"58536",308568,"TEXAS","July","Rip Current",1,0,1,0,"0.00K","0.00K"
"58665",337140,"PENNSYLVANIA","July","Excessive Heat",48,0,22,0,"0.00K","0.00K"
"58666",337136,"PENNSYLVANIA","July","Excessive Heat",0,0,2,0,"0.00K","0.00K"
"58697",344094,"TEXAS","August","Heat",0,0,1,0,"0.00K","0.00K"
"58700",338852,"MICHIGAN","August","Rip Current",0,0,1,0,"0.00K","0.00K"
"58765",344681,"TEXAS","August","Heat",0,0,1,0,"0.00K","0.00K"
"58816",337134,"PENNSYLVANIA","July","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"58828",340986,"TEXAS","August","Excessive Heat",130,0,4,0,"0.00K","0.00K"
"58855",335416,"PENNSYLVANIA","July","Heat",0,0,1,0,"0.00K","0.00K"
"58864",336711,"KANSAS","July","Excessive Heat",0,0,3,0,"",""
"58868",338668,"OKLAHOMA","July","Excessive Heat",175,0,2,0,"0.00K","0.00K"
"59087",326727,"WISCONSIN","July","Excessive Heat",6,0,1,0,"5.00K","0.00K"
"59151",341872,"ARKANSAS","July","Heat",0,0,1,0,"0.00K","0.00K"
"59166",344227,"ILLINOIS","July","Heat",0,0,1,0,"",""
"59192",337142,"NEW JERSEY","July","Excessive Heat",10,0,1,0,"0.00K","0.00K"
"59253",336712,"KANSAS","July","Excessive Heat",0,0,1,0,"",""
"59324",336715,"KANSAS","July","Excessive Heat",0,0,1,0,"",""
"59572",335278,"MONTANA","August","Heat",0,0,0,1,"0.00K","0.00K"
"59652",341314,"VIRGINIA","August","Rip Current",0,0,1,0,"0.00K","0.00K"
"59653",340983,"TEXAS","August","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"59662",344091,"TEXAS","August","Heat",0,0,1,0,"0.00K","0.00K"
"59664",340991,"TEXAS","August","Excessive Heat",0,0,3,0,"0.00K","0.00K"
"59726",344271,"ILLINOIS","July","Heat",0,0,2,0,"",""
"59745",344082,"TEXAS","August","Heat",135,0,3,1,"0.00K","0.00K"
"59753",324042,"TEXAS","July","Heat",223,0,9,0,"0.00K","0.00K"
"59784",344093,"TEXAS","August","Heat",0,0,1,0,"0.00K","0.00K"
"59791",337870,"ALABAMA","July","Heat",0,0,1,0,"0.00K","0.00K"
"59829",345067,"TEXAS","August","Wildfire",0,0,0,1,"0.00K","0.00K"
"59887",329970,"PENNSYLVANIA","August","Strong Wind",1,0,1,0,"25.00K","0.00K"
"59890",341001,"TEXAS","August","Excessive Heat",0,0,3,0,"0.00K","0.00K"
"59939",335477,"LAKE MICHIGAN","July","Marine Thunderstorm Wind",1,0,2,0,"4.00K","0.00K"
"59988",328206,"NEW YORK","July","Excessive Heat",0,0,2,0,"0.00K","0.00K"
"59989",328208,"NEW YORK","July","Excessive Heat",0,0,6,0,"0.00K","0.00K"
"59990",328480,"NEW YORK","July","Excessive Heat",0,0,4,0,"0.00K","0.00K"
"60017",341730,"TENNESSEE","August","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"60018",341731,"TENNESSEE","August","Excessive Heat",0,0,2,0,"0.00K","0.00K"
"60024",340981,"TEXAS","August","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"60053",328267,"NEW YORK","July","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"60177",267219,"LOUISIANA","January","Winter Storm",0,0,0,1,"","0.00K"
"60264",344323,"ILLINOIS","August","Heat",0,0,1,0,"",""
"60291",337143,"NEW JERSEY","July","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"60298",337100,"PENNSYLVANIA","July","Heat",0,0,5,0,"0.00K","0.00K"
"60368",338190,"MARYLAND","July","Excessive Heat",0,0,1,0,"",""
"60389",268298,"NORTH CAROLINA","January","Winter Weather",0,0,0,1,"0.00K","0.00K"
"60418",321702,"MISSOURI","July","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"60419",318902,"MISSOURI","July","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"60537",335260,"MISSOURI","August","Excessive Heat",0,0,0,1,"0.00K","0.00K"
"60542",342227,"NORTH CAROLINA","August","High Wind",0,0,0,1,"1.00M",""
"60543",340996,"TEXAS","August","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"60561",328205,"NEW YORK","July","Excessive Heat",0,0,7,0,"0.00K","0.00K"
"60565",332389,"TENNESSEE","July","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"60584",337343,"TEXAS","August","Excessive Heat",0,0,1,0,"",""
"60608",342233,"NORTH CAROLINA","August","High Wind",0,0,1,0,"350.00K",""
"60661",340776,"NEW HAMPSHIRE","August","Tropical Storm",1,0,1,0,"",""
"60662",331487,"FLORIDA","August","High Surf",0,0,1,0,"0.00K","0.00K"
"60687",346665,"OREGON","November","Winter Weather",0,0,0,2,"0.00K","0.00K"
"60698",337922,"WISCONSIN","July","Excessive Heat",0,5,1,0,"",""
"60699",337923,"WISCONSIN","July","Excessive Heat",0,5,1,0,"",""
"60754",342226,"NORTH CAROLINA","August","Strong Wind",0,0,1,0,"150.00K","15.00M"
"60842",336008,"MINNESOTA","July","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"60902",344253,"MISSOURI","July","Heat",16,0,1,0,"",""
"60903",343894,"ILLINOIS","July","Heat",0,0,1,0,"",""
"60913",337595,"TEXAS","July","Heat",0,0,0,1,"0.00K","0.00K"
"60914",341133,"TEXAS","July","Heat",0,0,1,0,"0.00K","0.00K"
"60915",331282,"NEVADA","August","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"61089",281573,"CALIFORNIA","January","High Surf",0,0,1,0,"0.00K","0.00K"
"61234",280627,"SOUTH DAKOTA","January","Winter Weather",0,0,1,0,"0.00K","0.00K"
"61253",344080,"TEXAS","August","Heat",210,0,3,1,"0.00K","0.00K"
"61386",343595,"INDIANA","August","Rip Current",0,0,1,0,"0.00K","0.00K"
"61436",280538,"SOUTH DAKOTA","January","Winter Weather",0,0,1,0,"0.00K","0.00K"
"61471",341042,"TEXAS","August","Excessive Heat",63,0,0,1,"0.00K","0.00K"
"61499",276818,"NEW MEXICO","January","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"61616",277956,"ILLINOIS","January","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"61620",277975,"ILLINOIS","January","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"61643",324048,"TEXAS","July","Heat",0,0,1,0,"0.00K","0.00K"
"61644",324052,"TEXAS","July","Heat",0,0,2,0,"0.00K","0.00K"
"61660",278536,"CALIFORNIA","January","High Wind",0,0,0,3,"15.00K","0.00K"
"61698",343974,"ARIZONA","August","Dust Storm",0,2,0,1,"150.00K","0.00K"
"61710",344278,"ILLINOIS","July","Heat",0,0,2,0,"",""
"61714",337918,"WISCONSIN","July","Excessive Heat",0,0,1,0,"",""
"61742",266483,"OREGON","January","Winter Weather",0,2,0,1,"50.00K","0.00K"
"61749",269600,"OKLAHOMA","January","Winter Weather",0,0,0,1,"0.00K","0.00K"
"61766",344086,"TEXAS","August","Heat",0,0,1,0,"0.00K","0.00K"
"61777",324054,"TEXAS","July","Heat",0,0,1,0,"0.00K","0.00K"
"61961",281169,"TENNESSEE","January","Extreme Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"62353",278686,"DISTRICT OF COLUMBIA","January","Winter Storm",0,0,1,0,"",""
"62448",269829,"SOUTH CAROLINA","January","Extreme Cold/Wind Chill",1,0,1,0,"0.00K","0.00K"
"62476",275431,"MARYLAND","January","Winter Weather",0,0,1,0,"0.00K","0.00K"
"62516",278864,"MISSISSIPPI","January","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"62545",278937,"TENNESSEE","January","Heavy Snow",0,0,0,1,"",""
"62592",280332,"GEORGIA","January","Heavy Snow",0,0,0,1,"0.00K","0.00K"
"62685",286084,"ILLINOIS","February","Cold/Wind Chill",0,0,0,1,"0.00K","0.00K"
"62867",276435,"NEW JERSEY","January","Heavy Snow",0,1,0,1,"0.00K","0.00K"
"62918",277545,"WISCONSIN","January","Winter Weather",0,0,0,1,"",""
"63046",278185,"DELAWARE","January","Winter Storm",0,0,0,1,"0.00K","0.00K"
"63145",267222,"LOUISIANA","January","Winter Storm",0,1,0,1,"","0.00K"
"63185",283230,"INDIANA","February","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"63537",281167,"TENNESSEE","January","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"63604",282123,"ALABAMA","January","Ice Storm",0,0,0,1,"0.00K","0.00K"
"63639",353093,"CALIFORNIA","November","High Wind",0,0,1,0,"12.00K","0.00K"
"63720",282120,"ALABAMA","January","Ice Storm",0,0,0,1,"0.00K","0.00K"
"64044",288072,"ILLINOIS","February","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"64069",289353,"TEXAS","February","Ice Storm",0,1,0,1,"15.00K","0.00K"
"65003",276368,"ARKANSAS","February","Winter Storm",0,1,0,1,"","0.00K"
"65468",279318,"VERMONT","February","Winter Weather",0,0,0,1,"5.00K","0.00K"
"65469",279319,"VERMONT","February","Winter Weather",0,0,0,1,"5.00K","0.00K"
"65515",276839,"WYOMING","February","High Wind",0,0,1,0,"0.00K","0.00K"
"65744",282321,"ILLINOIS","February","Winter Weather",0,0,0,1,"0.00K","0.00K"
"65858",285664,"TEXAS","February","Winter Weather",0,0,0,1,"10.00K","0.00K"
"65907",282379,"KENTUCKY","February","Freezing Fog",0,0,0,1,"0.00K","0.00K"
"66331",273747,"LOUISIANA","February","Ice Storm",0,0,0,1,"0.00K","0.00K"
"66416",285794,"KANSAS","February","Winter Weather",0,1,0,1,"30.00K","0.00K"
"66534",277809,"WASHINGTON","January","Strong Wind",0,0,1,0,"0.00K","0.00K"
"66538",276737,"TEXAS","January","Heavy Snow",0,0,0,1,"150.00K","0.00K"
"66574",281146,"KANSAS","February","Winter Storm",0,0,0,1,"20.00K",""
"66589",274133,"NEVADA","January","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"66629",358363,"MICHIGAN","December","Winter Weather",0,1,0,1,"15.00K","0.00K"
"66994",297971,"WASHINGTON","February","Avalanche",0,0,1,0,"0.00K","0.00K"
"66997",280025,"IDAHO","February","Heavy Snow",0,0,0,1,"0.00K","0.00K"
"67191",353785,"ARIZONA","December","Winter Weather",0,0,0,1,"0.00K","0.00K"
"67208",277067,"TEXAS","February","Winter Storm",0,3,0,2,"","0.00K"
"67266",282670,"WISCONSIN","February","Dense Fog",0,9,0,1,"20.00K","0.00K"
"67303",285791,"KANSAS","February","Winter Weather",0,0,0,2,"30.00K","0.00K"
"67350",271786,"KENTUCKY","January","Heavy Snow",0,1,0,1,"0.00K","0.00K"
"67585",277979,"ILLINOIS","January","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"67586",277980,"ILLINOIS","January","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"67627",353667,"NEVADA","December","Cold/Wind Chill",0,0,2,0,"0.00K","0.00K"
"67650",269598,"OKLAHOMA","January","Winter Weather",0,0,0,1,"0.00K","0.00K"
"67651",269595,"OKLAHOMA","January","Winter Weather",0,0,0,1,"0.00K","0.00K"
"67803",278950,"NORTH CAROLINA","January","Winter Storm",0,0,0,1,"0.00K","0.00K"
"67821",351088,"WASHINGTON","December","Freezing Fog",0,1,0,1,"0.00K","0.00K"
"67842",276500,"MINNESOTA","February","Winter Weather",0,1,0,1,"4.00K","0.00K"
"67843",276496,"MINNESOTA","February","Winter Weather",0,2,0,1,"8.00K","0.00K"
"67961",277567,"KANSAS","January","Winter Weather",0,2,0,1,"20.00K",""
"68003",270714,"KENTUCKY","January","Winter Weather",0,0,0,1,"0.00K","0.00K"
"68016",285519,"TEXAS","February","Ice Storm",0,0,0,2,"",""
"68025",276816,"NEW MEXICO","January","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"68278",268210,"NEBRASKA","January","Winter Weather",0,1,0,1,"0.00K","0.00K"
"68551",278579,"KANSAS","January","Winter Storm",0,0,0,1,"0.00K","0.00K"
"68664",269158,"ALASKA","January","Blizzard",0,0,1,0,"0.00K","0.00K"
"68756",280567,"ILLINOIS","January","Winter Weather",0,1,0,1,"0.00K","0.00K"
"68899",279064,"KENTUCKY","January","Winter Weather",1,0,1,0,"10.00K","0.00K"
"68944",268791,"VERMONT","January","Winter Storm",0,0,0,1,"15.00K","0.00K"
"69004",274211,"WISCONSIN","January","Winter Weather",0,2,0,1,"6.60K","0.00K"
"69157",274062,"GUAM","January","High Surf",0,0,2,0,"0.00K","0.00K"
"69212",274061,"GUAM","January","High Surf",1,0,2,0,"0.00K","0.00K"
"69281",277539,"WISCONSIN","January","Winter Weather",0,1,0,1,"",""
"69287",280692,"ILLINOIS","February","Blizzard",0,0,0,1,"200.00K","0.00K"
"69345",280612,"ILLINOIS","February","Winter Storm",0,0,0,1,"50.00K","0.00K"
"69375",279171,"MISSISSIPPI","January","Winter Storm",0,0,0,1,"0.00K","0.00K"
"69415",280422,"NORTH CAROLINA","January","Winter Weather",0,2,0,1,"0.00K","0.00K"
"69464",286692,"IOWA","February","Blizzard",0,0,1,0,"0.00K","0.00K"
"69498",277279,"OKLAHOMA","February","Winter Storm",0,0,0,1,"0.00K","0.00K"
"69732",280713,"ILLINOIS","February","Blizzard",0,0,0,1,"350.00K","0.00K"
"69841",280602,"MINNESOTA","January","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"69918",287013,"KANSAS","February","Cold/Wind Chill",0,0,1,0,"",""
"69937",281109,"NEW YORK","January","Heavy Snow",0,0,0,1,"0.00K","0.00K"
"70050",281466,"MISSOURI","February","Blizzard",0,0,0,1,"0.00K","0.00K"
"70083",282012,"ILLINOIS","February","Blizzard",0,0,0,1,"0.00K","0.00K"
"70084",287873,"ILLINOIS","February","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"70128",282014,"INDIANA","February","Blizzard",0,0,0,1,"0.00K","0.00K"
"70129",282015,"INDIANA","February","Blizzard",0,0,0,2,"0.00K","0.00K"
"70246",287730,"CONNECTICUT","February","Winter Weather",0,0,1,0,"0.00K","0.00K"
"70256",276819,"NEW MEXICO","February","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"70342",281229,"MISSOURI","February","Blizzard",0,1,1,1,"25.00K","0.00K"
"70369",287056,"TENNESSEE","February","Winter Weather",0,1,0,1,"0.00K","0.00K"
"70385",290786,"MICHIGAN","February","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"70422",281228,"MISSOURI","February","Blizzard",0,0,0,1,"0.00K","0.00K"
"70612",281856,"TEXAS","February","Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"70629",286887,"ARKANSAS","February","Winter Storm",0,0,0,2,"0.00K","0.00K"
"70633",277798,"ARIZONA","February","Heavy Snow",0,1,0,1,"0.00K","0.00K"
"70645",276493,"MINNESOTA","February","Winter Weather",0,0,0,1,"2.00K","0.00K"
"70874",351394,"TEXAS","December","Dense Fog",0,0,0,2,"0.00K","0.00K"
"70875",351619,"TEXAS","December","Dense Fog",0,1,0,1,"15.00K","0.00K"
"70900",286979,"WISCONSIN","February","Blizzard",0,0,1,0,"","0.00K"
"70903",286874,"OKLAHOMA","February","Winter Storm",0,0,1,0,"0.00K","0.00K"
"71094",354738,"WYOMING","December","Winter Weather",0,0,1,0,"0.00K","0.00K"
"71098",354739,"MONTANA","December","Avalanche",0,0,1,0,"0.00K","0.00K"
"71212",353103,"TENNESSEE","December","Freezing Fog",0,17,0,2,"500.00K","0.00K"
"71219",291136,"MISSISSIPPI","February","Ice Storm",0,0,0,1,"400.00K","0.00K"
"71244",286896,"OKLAHOMA","February","Blizzard",0,5,0,3,"0.00K","0.00K"
"71252",284037,"TEXAS","February","Ice Storm",0,0,0,1,"150.00K","0.00K"
"71313",286231,"TEXAS","February","Ice Storm",0,0,0,1,"75.00K","0.00K"
"71321",350837,"TEXAS","December","Winter Weather",0,0,0,1,"5.00K","0.00K"
"71328",355593,"KENTUCKY","December","Freezing Fog",0,1,0,1,"0.00K","0.00K"
"71407",291087,"MISSISSIPPI","February","Ice Storm",0,0,0,1,"600.00K","0.00K"
"71424",352912,"NEW MEXICO","December","Winter Weather",0,2,0,1,"0.00K","0.00K"
"71458",281988,"ILLINOIS","February","Blizzard",0,0,0,4,"75.00K","0.00K"
"71512",281990,"ILLINOIS","February","Blizzard",0,0,0,3,"0.00K","0.00K"
"71514",281992,"ILLINOIS","February","Blizzard",0,0,1,4,"200.00K","0.00K"
"71524",291103,"MISSISSIPPI","February","Ice Storm",0,0,0,2,"800.00K","0.00K"
"71570",287527,"OHIO","February","Ice Storm",0,0,0,2,"",""
"71577",282008,"ILLINOIS","February","Blizzard",0,0,1,0,"0.00K","0.00K"
"71611",286494,"CALIFORNIA","February","High Surf",0,0,1,0,"30.00K","0.00K"
"71678",286498,"VIRGINIA","February","Strong Wind",1,0,1,0,"5.00K","0.00K"
"71756",353293,"IOWA","December","Winter Weather",0,0,0,1,"5.00K","0.00K"
"71789",277628,"TEXAS","February","Extreme Cold/Wind Chill",6,0,1,0,"1.00M","0.00K"
"71793",277632,"TEXAS","February","Extreme Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"71870",287265,"INDIANA","February","Ice Storm",0,0,1,0,"",""
"71912",345903,"PENNSYLVANIA","October","Heavy Snow",0,0,0,1,"0.00K","0.00K"
"71918",286493,"TEXAS","February","Wildfire",0,1,0,1,"0.00K","0.00K"
"71921",286207,"WASHINGTON","February","Heavy Snow",0,1,0,1,"0.00K","0.00K"
"71996",358293,"MICHIGAN","December","Winter Weather",0,1,0,1,"15.00K","0.00K"
"72013",357378,"WYOMING","December","Avalanche",0,0,1,0,"0.00K","0.00K"
"72029",287052,"ARIZONA","February","Cold/Wind Chill",1,0,2,0,"0.00K","0.00K"
"72085",286495,"CALIFORNIA","February","High Surf",0,0,1,0,"0.00K","0.00K"
"72233",320287,"LOUISIANA","August","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"72276",320288,"LOUISIANA","August","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"72355",323591,"LOUISIANA","August","Excessive Heat",0,0,2,0,"0.00K","0.00K"
"72543",357343,"COLORADO","December","High Wind",0,0,1,0,"",""
"72700",351599,"NEBRASKA","December","Winter Weather",0,0,0,1,"75.00K","0.00K"
"72713",352735,"FLORIDA","December","Rip Current",0,0,1,0,"0.00K","0.00K"
"72781",349920,"CONNECTICUT","August","Tropical Storm",0,2,1,0,"0.00K","0.00K"
"72798",348816,"NEW YORK","August","Tropical Storm",0,0,0,1,"0.00K","0.00K"
"72803",321440,"TENNESSEE","June","Heat",0,0,1,0,"0.00K","0.00K"
"72832",357505,"WISCONSIN","December","Winter Weather",0,0,0,1,"",""
"72875",335702,"MISSOURI","June","Excessive Heat",13,0,1,0,"",""
"72884",352563,"WASHINGTON","December","High Wind",1,0,1,0,"0.00K","0.00K"
"72926",322070,"TEXAS","August","Rip Current",0,0,1,0,"0.00K","0.00K"
"72936",322063,"TEXAS","June","Heat",140,0,3,0,"0.00K","0.00K"
"72937",321439,"TENNESSEE","June","Heat",0,0,3,0,"0.00K","0.00K"
"73025",357315,"COLORADO","December","Winter Weather",0,8,0,2,"","0.00K"
"73072",357332,"WYOMING","December","Winter Weather",0,3,0,1,"25.00K","0.00K"
"73086",352910,"LOUISIANA","December","Dense Fog",0,62,0,2,"0.00K","0.00K"
"73092",352558,"NEW MEXICO","December","Blizzard",0,0,0,1,"0.00K","0.00K"
"73187",350103,"NEW YORK","August","Tropical Storm",0,0,0,2,"0.00K","0.00K"
"73200",331019,"TEXAS","September","High Surf",0,0,1,0,"0.00K","0.00K"
"73275",356674,"TEXAS","December","Winter Weather",0,0,0,1,"30.00K","0.00K"
"73276",356679,"TEXAS","December","Winter Weather",0,0,0,1,"25.00K","0.00K"
"73319",351578,"NEW MEXICO","December","Freezing Fog",0,0,2,0,"0.00K","0.00K"
"73501",353672,"NEBRASKA","December","Winter Weather",0,0,0,2,"0.00K","0.00K"
"73705",354471,"NEBRASKA","December","Winter Weather",0,0,0,1,"0.00K","0.00K"
"73761",357317,"COLORADO","December","Winter Weather",0,0,0,1,"","0.00K"
"73843",348764,"WISCONSIN","September","Strong Wind",0,0,0,1,"2.00K",""
"74067",338833,"TEXAS","September","Wildfire",2,0,2,0,"2.25M",""
"74081",331475,"FLORIDA","September","Rip Current",0,0,1,0,"0.00K","0.00K"
"74114",350580,"FLORIDA","November","Strong Wind",0,0,1,0,"0.00K","0.00K"
"74216",344566,"MISSOURI","September","Heat",0,0,1,0,"",""
"74337",338843,"MICHIGAN","September","Rip Current",0,0,1,0,"0.00K","0.00K"
"74345",335107,"ARIZONA","September","Heat",0,0,1,0,"0.00K","0.00K"
"74439",320285,"LOUISIANA","August","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"74552",352561,"NEW MEXICO","December","Heavy Snow",0,2,0,4,"0.00K","0.00K"
"74558",319846,"LOUISIANA","August","Excessive Heat",0,0,1,0,"0.00K","0.00K"
"74714",349090,"NEW JERSEY","September","Rip Current",0,0,1,0,"0.00K","0.00K"
"74742",349876,"TEXAS","September","Wildfire",0,0,2,0,"250.00M","0.00K"
"74799",349897,"TENNESSEE","September","Strong Wind",0,0,1,0,"10.00K","0.00K"
"74855",348908,"TEXAS","September","Wildfire",2,0,1,0,"100.00K","0.00K"
"75347",350493,"CONNECTICUT","October","Heavy Snow",0,0,0,1,"3.00M","0.00K"
"75384",351721,"PENNSYLVANIA","October","Heavy Snow",0,0,0,2,"0.00K","0.00K"
"75386",351722,"PENNSYLVANIA","October","Heavy Snow",0,0,1,0,"0.00K","0.00K"
"75387",351724,"PENNSYLVANIA","October","Winter Storm",0,2,0,4,"0.00K","0.00K"
"75406",351718,"PENNSYLVANIA","October","Heavy Snow",0,0,0,1,"0.00K","0.00K"
"75417",343597,"NEW YORK","August","Storm Surge/Tide",0,0,1,0,"0.00K","0.00K"
"75500",348591,"MICHIGAN","October","High Surf",0,0,1,0,"0.00K","0.00K"
"75579",286988,"WISCONSIN","February","Blizzard",0,2,0,3,"10.00K","0.00K"
"76078",351970,"ARIZONA","October","Dust Storm",0,15,0,1,"250.00K","0.00K"
"76272",340025,"ARKANSAS","October","Strong Wind",2,0,1,0,"0.00K","0.00K"
"76466",340898,"FLORIDA","October","Rip Current",0,0,1,0,"0.00K","0.00K"
"76533",354724,"FLORIDA","November","Rip Current",0,0,1,0,"0.00K","0.00K"
"76641",350802,"ALASKA","November","Coastal Flood",0,0,1,0,"0.00K","0.00K"
"76784",350654,"WASHINGTON","November","High Wind",0,1,1,0,"50.00K","0.00K"
"76884",343122,"MARYLAND","August","Tropical Storm",0,0,1,0,"550.00K","0.00K"
"76891",343285,"PENNSYLVANIA","August","Tropical Storm",0,0,1,0,"175.00K","0.00K"
"76987",354911,"IOWA","November","Winter Weather",0,0,0,1,"0.00K","0.00K"
"77116",354147,"MICHIGAN","November","Winter Weather",0,1,0,2,"35.00K","0.00K"
"77618",339211,"PENNSYLVANIA","August","Heat",0,0,2,0,"0.00K","0.00K"
"77803",347093,"FLORIDA","November","Rip Current",1,0,1,0,"0.00K","0.00K"
"77901",350549,"IOWA","November","Winter Weather",0,0,0,1,"5.00K","0.00K"
"78092",274935,"NORTH DAKOTA","February","Extreme Cold/Wind Chill",0,0,1,0,"0.00K","0.00K"
"78304",343950,"NEW JERSEY","August","Storm Surge/Tide",0,0,2,0,"0.00K","0.00K"
"78589",354244,"UTAH","November","Avalanche",0,0,1,0,"0.00K","0.00K"
"78611",296789,"TENNESSEE","April","Tornado",100,0,8,0,"20.00M","0.00K"
"78621",305738,"TENNESSEE","April","Tornado",0,0,1,0,"3.00M","0.00K"
"78628",297650,"TENNESSEE","April","Tornado",0,0,2,0,"1.00M","0.00K"
"78638",294036,"TENNESSEE","April","Tornado",0,0,4,0,"500.00K","0.00K"
"78643",300457,"TENNESSEE","April","Tornado",200,0,4,0,"23.00M","0.00K"
"78655",300747,"TENNESSEE","April","Tornado",0,0,1,0,"75.00K","0.00K"
"78676",298380,"VIRGINIA","April","Tornado",50,0,3,1,"3.00M","0.50M"
"78682",347518,"TENNESSEE","April","Tornado",33,0,6,0,"8.00M","0.00K"
"78683",297632,"TENNESSEE","April","Tornado",70,0,1,0,"5.00M","0.00K"
"78774",314997,"TENNESSEE","June","Flash Flood",0,0,1,0,"100.00K","0.00K"
"78783",300460,"TENNESSEE","April","Tornado",10,0,4,0,"15.00M","0.00K"
